date,club,country,elo
2011-11-15,Celta,ESP,1591.66
2011-11-15,Cesena,ITA,1496.65
2011-11-15,Chelsea,ENG,1886.56
2011-11-15,Chievo,ITA,1580.97
2011-11-15,Clermont,FRA,1515.92
2011-11-15,Cordoba,ESP,1550.94
2011-11-15,Cottbus,GER,1502.4
2011-11-15,Coventry,ENG,1421.8
2011-11-15,Crotone,ITA,1396.25
2011-11-15,Crystal Palace,ENG,1477.57
2011-11-15,Derby,ENG,1445.0
2011-11-15,Dijon,FRA,1494.46
2011-11-15,Dortmund,GER,1829.57
2011-11-15,Duisburg,GER,1477.55
2011-11-15,Ein Frankfurt,GER,1652.14
2011-11-15,Elche,ESP,1613.1
2011-11-15,Empoli,ITA,1413.46
2011-11-15,Eskisehirspor,TUR,1476.81
2011-11-15,Espanol,ESP,1674.91
2011-11-15,Everton,ENG,1755.36
2011-11-15,Evian Thonon Gaillard,FRA,1534.62
2011-11-15,FC Koln,GER,1668.71
2011-11-15,Fenerbahce,TUR,1681.89
2011-11-15,Fiorentina,ITA,1634.76
2011-11-15,Fortuna Dusseldorf,GER,1632.02
2011-11-15,Freiburg,GER,1619.08
2011-11-15,Fulham,ENG,1714.09
2011-11-15,Galatasaray,TUR,1514.24
2011-11-15,Gaziantepspor,TUR,1494.79
2011-11-15,Genclerbirligi,TUR,1454.23
2011-11-15,Genoa,ITA,1613.04
2011-11-15,Getafe,ESP,1655.46
2011-11-15,Girona,ESP,1504.59
2011-11-15,Granada,ESP,1585.34
2011-11-15,Greuther Furth,GER,1613.04
2011-11-15,Guingamp,FRA,1453.04
2011-11-15,Hamburg,GER,1674.3
2011-11-15,Hannover,GER,1732.6
2011-11-15,Hansa Rostock,GER,1411.63
2011-11-15,Hercules,ESP,1625.35
2011-11-15,Hertha,GER,1698.06
2011-11-15,Hoffenheim,GER,1695.63
2011-11-15,Huesca,ESP,1477.51
2011-11-15,Hull,ENG,1525.26
2011-11-15,Ingolstadt,GER,1413.9
2011-11-15,Inter,ITA,1737.65
2011-11-15,Ipswich,ENG,1463.69
2011-11-15,Istres,FRA,1408.98
2011-11-15,Juventus,ITA,1687.99
2011-11-15,Kaiserslautern,GER,1668.13
2011-11-15,Karabukspor,TUR,1401.87
2011-11-15,Karlsruhe,GER,1402.42
2011-11-15,Kayserispor,TUR,1458.56
2011-11-15,La Coruna,ESP,1643.7
2011-11-15,Las Palmas,ESP,1536.49
2011-11-15,Lazio,ITA,1697.74
2011-11-15,Le Havre,FRA,1450.01
2011-11-15,Le Mans,FRA,1480.77
2011-11-15,Lecce,ITA,1515.26
2011-11-15,Leeds,ENG,1520.29
2011-11-15,Leicester,ENG,1524.56
2011-11-15,Lens,FRA,1497.29
2011-11-15,Levante,ESP,1721.36
2011-11-15,Leverkusen,GER,1773.78
2011-11-15,Lille,FRA,1751.76
2011-11-15,Liverpool,ENG,1813.12
2011-11-15,Livorno,ITA,1446.65
2011-11-15,Lorient,FRA,1634.14
2011-11-15,Lyon,FRA,1737.99
2011-11-15,Mainz,GER,1682.3
2011-11-15,Malaga,ESP,1704.71
2011-11-15,Mallorca,ESP,1661.34
2011-11-15,Man City,ENG,1913.84
2011-11-15,Man United,ENG,1958.01
2011-11-15,Manisaspor,TUR,1464.68
2011-11-15,Marseille,FRA,1756.36
2011-11-15,Mersin Idman Yurdu,TUR,1386.18
2011-11-15,Metz,FRA,1445.76
2011-11-15,MGladbach,GER,1703.22
2011-11-15,Middlesbrough,ENG,1560.54
2011-11-15,Milan,ITA,1790.39
2011-11-15,Modena,ITA,1380.07
2011-11-15,Monaco,FRA,1515.05
2011-11-15,Montpellier,FRA,1657.57
2011-11-15,Munich 1860,GER,1518.0
2011-11-15,Murcia,ESP,1542.23
2011-11-15,Nancy,FRA,1589.87
2011-11-15,Nantes,FRA,1440.83
2011-11-15,Napoli,ITA,1716.13
2011-11-15,Newcastle,ENG,1764.75
2011-11-15,Nice,FRA,1563.7
2011-11-15,Norwich,ENG,1601.04
2011-11-15,Nottm Forest,ENG,1492.92
2011-11-15,Novara,ITA,1464.9
2011-11-15,Numancia,ESP,1559.19
2011-11-15,Nurnberg,GER,1660.95
2011-11-15,Orduspor,TUR,1402.19
2011-11-15,Osasuna,ESP,1712.56
2011-11-15,Paderborn,GER,1532.94
2011-11-15,Palermo,ITA,1615.57
2011-11-15,Paris SG,FRA,1722.93
2011-11-15,Parma,ITA,1595.9
2011-11-15,Pescara,ITA,1446.55
2011-11-15,Portsmouth,ENG,1495.2
2011-11-15,QPR,ENG,1599.41
2011-11-15,Reading,ENG,1565.12
2011-11-15,Real Madrid,ESP,2025.42
2011-11-15,Recreativo,ESP,1565.18
2011-11-15,Reggina,ITA,1494.36
2011-11-15,Reims,FRA,1487.72
2011-11-15,Rennes,FRA,1643.75
2011-11-15,Roma,ITA,1664.97
2011-11-15,Sampdoria,ITA,1510.51
2011-11-15,Samsunspor,TUR,1350.05
2011-11-15,Santander,ESP,1661.62
2011-11-15,Sassuolo,ITA,1483.06
2011-11-15,Schalke 04,GER,1764.57
2011-11-15,Sedan,FRA,1497.25
2011-11-15,Sevilla,ESP,1754.03
2011-11-15,Siena,ITA,1564.93
2011-11-15,Sivasspor,TUR,1444.45
2011-11-15,Sochaux,FRA,1618.69
2011-11-15,Sociedad,ESP,1612.06
2011-11-15,Southampton,ENG,1532.1
2011-11-15,Sp Gijon,ESP,1664.82
2011-11-15,St Etienne,FRA,1605.62
2011-11-15,St Pauli,GER,1590.49
2011-11-15,Stoke,ENG,1691.98
2011-11-15,Stuttgart,GER,1740.9
2011-11-15,Sunderland,ENG,1675.91
2011-11-15,Swansea,ENG,1630.62
2011-11-15,Torino,ITA,1513.48
2011-11-15,Tottenham,ENG,1836.59
2011-11-15,Toulouse,FRA,1637.73
2011-11-15,Trabzonspor,TUR,1654.48
2011-11-15,Troyes,FRA,1434.14
2011-11-15,Udinese,ITA,1708.13
2011-11-15,Union Berlin,GER,1483.74
2011-11-15,Valencia,ESP,1838.8
2011-11-15,Valenciennes,FRA,1613.66
2011-11-15,Valladolid,ESP,1616.69
2011-11-15,Vallecano,ESP,1652.93
2011-11-15,Verona,ITA,1379.41
2011-11-15,Vicenza,ITA,1379.04
2011-11-15,Villarreal,ESP,1716.0
2011-11-15,Watford,ENG,1447.83
2011-11-15,Werder Bremen,GER,1751.12
2011-11-15,West Brom,ENG,1665.37
2011-11-15,West Ham,ENG,1638.21
2011-11-15,Wigan,ENG,1601.2
2011-11-15,Wolfsburg,GER,1675.45
2011-11-15,Wolves,ENG,1622.6
2011-11-15,Xerez,ESP,1525.05
2011-11-15,Zaragoza,ESP,1662.05
2011-12-01,Aachen,GER,1454.96
2011-12-01,Ajaccio,FRA,1460.52
2011-12-01,Almeria,ESP,1620.57
2011-12-01,Amiens,FRA,1414.62
2011-12-01,Angers,FRA,1491.39
2011-12-01,Antalyaspor,TUR,1434.81
2011-12-01,Arles,FRA,1398.05
2011-12-01,Arsenal,ENG,1849.76
2011-12-01,Ascoli,ITA,1397.96
2011-12-01,Aston Villa,ENG,1710.92
2011-12-01,Atalanta,ITA,1583.83
2011-12-01,Ath Bilbao,ESP,1748.08
2011-12-01,Ath Madrid,ESP,1753.56
2011-12-01,Augsburg,GER,1603.73
2011-12-01,Auxerre,FRA,1625.97
2011-12-01,Barcelona,ESP,2049.85
2011-12-01,Bari,ITA,1455.12
2011-12-01,Bastia,FRA,1461.47
2011-12-01,Bayern Munich,GER,1896.84
2011-12-01,Besiktas,TUR,1593.52
2011-12-01,Betis,ESP,1642.59
2011-12-01,Birmingham,ENG,1612.38
2011-12-01,Blackburn,ENG,1631.91
2011-12-01,Blackpool,ENG,1565.54
2011-12-01,Bochum,GER,1508.63
2011-12-01,Bologna,ITA,1531.14
2011-12-01,Bolton,ENG,1621.77
2011-12-01,Bordeaux,FRA,1622.14
2011-12-01,Boulogne,FRA,1438.77
2011-12-01,Braunschweig,GER,1467.64
2011-12-01,Brescia,ITA,1428.13
2011-12-01,Brest,FRA,1569.55
2011-12-01,Brighton,ENG,1441.56
2011-12-01,Burnley,ENG,1488.05
2011-12-01,Bursaspor,TUR,1529.94
2011-12-01,Buyuksehyr,TUR,1478.32
2011-12-01,Caen,FRA,1592.2
2011-12-01,Cagliari,ITA,1568.21
2011-12-01,Cardiff,ENG,1566.27
2011-12-01,Catania,ITA,1600.56
2011-12-01,Celta,ESP,1580.21
2011-12-01,Cesena,ITA,1523.7
2011-12-01,Chelsea,ENG,1859.15
2011-12-01,Chievo,ITA,1588.35
2011-12-01,Clermont,FRA,1520.3
2011-12-01,Cordoba,ESP,1552.12
2011-12-01,Cottbus,GER,1506.49
2011-12-01,Coventry,ENG,1402.47
2011-12-01,Crotone,ITA,1410.82
2011-12-01,Crystal Palace,ENG,1455.84
2011-12-01,Derby,ENG,1410.03
2011-12-01,Dijon,FRA,1519.53
2011-12-01,Dortmund,GER,1841.33
2011-12-01,Duisburg,GER,1496.2
2011-12-01,Ein Frankfurt,GER,1643.1
2011-12-01,Elche,ESP,1634.44
2011-12-01,Empoli,ITA,1409.02
2011-12-01,Eskisehirspor,TUR,1478.71
2011-12-01,Espanol,ESP,1669.87
2011-12-01,Everton,ENG,1756.89
2011-12-01,Evian Thonon Gaillard,FRA,1538.63
2011-12-01,FC Koln,GER,1652.89
2011-12-01,Fenerbahce,TUR,1679.87
2011-12-01,Fiorentina,ITA,1629.86
2011-12-01,Fortuna Dusseldorf,GER,1634.02
2011-12-01,Freiburg,GER,1621.36
2011-12-01,Fulham,ENG,1709.09
2011-12-01,Galatasaray,TUR,1522.58
2011-12-01,Gaziantepspor,TUR,1482.05
2011-12-01,Genclerbirligi,TUR,1460.11
2011-12-01,Genoa,ITA,1605.67
2011-12-01,Getafe,ESP,1668.63
2011-12-01,Girona,ESP,1500.41
2011-12-01,Granada,ESP,1603.34
2011-12-01,Greuther Furth,GER,1610.41
2011-12-01,Guingamp,FRA,1459.23
2011-12-01,Hamburg,GER,1685.08
2011-12-01,Hannover,GER,1703.83
2011-12-01,Hansa Rostock,GER,1389.83
2011-12-01,Hercules,ESP,1628.01
2011-12-01,Hertha,GER,1696.77
2011-12-01,Hoffenheim,GER,1680.57
2011-12-01,Huesca,ESP,1496.11
2011-12-01,Hull,ENG,1507.02
2011-12-01,Ingolstadt,GER,1409.88
2011-12-01,Inter,ITA,1748.69
2011-12-01,Ipswich,ENG,1428.67
2011-12-01,Istres,FRA,1406.5
2011-12-01,Juventus,ITA,1711.05
2011-12-01,Kaiserslautern,GER,1649.98
2011-12-01,Karabukspor,TUR,1409.32
2011-12-01,Karlsruhe,GER,1385.54
2011-12-01,Kayserispor,TUR,1457.23
2011-12-01,La Coruna,ESP,1649.03
2011-12-01,Las Palmas,ESP,1527.4
2011-12-01,Lazio,ITA,1693.05
2011-12-01,Le Havre,FRA,1459.03
2011-12-01,Le Mans,FRA,1469.89
2011-12-01,Lecce,ITA,1507.29
2011-12-01,Leeds,ENG,1524.1
2011-12-01,Leicester,ENG,1533.67
2011-12-01,Lens,FRA,1506.5
2011-12-01,Levante,ESP,1729.76
2011-12-01,Leverkusen,GER,1788.36
2011-12-01,Lille,FRA,1767.86
2011-12-01,Liverpool,ENG,1813.87
2011-12-01,Livorno,ITA,1432.89
2011-12-01,Lorient,FRA,1629.3
2011-12-01,Lyon,FRA,1736.28
2011-12-01,Mainz,GER,1692.67
2011-12-01,Malaga,ESP,1727.4
2011-12-01,Mallorca,ESP,1670.97
2011-12-01,Man City,ENG,1895.58
2011-12-01,Man United,ENG,1937.15
2011-12-01,Manisaspor,TUR,1473.73
2011-12-01,Marseille,FRA,1743.63
2011-12-01,Mersin Idman Yurdu,TUR,1401.43
2011-12-01,Metz,FRA,1450.42
2011-12-01,MGladbach,GER,1732.81
2011-12-01,Middlesbrough,ENG,1536.06
2011-12-01,Milan,ITA,1792.24
2011-12-01,Modena,ITA,1389.21
2011-12-01,Monaco,FRA,1500.61
2011-12-01,Montpellier,FRA,1677.51
2011-12-01,Munich 1860,GER,1532.77
2011-12-01,Murcia,ESP,1534.37
2011-12-01,Nancy,FRA,1589.82
2011-12-01,Nantes,FRA,1453.6
2011-12-01,Napoli,ITA,1722.98
2011-12-01,Newcastle,ENG,1755.17
2011-12-01,Nice,FRA,1545.45
2011-12-01,Norwich,ENG,1592.9
2011-12-01,Nottm Forest,ENG,1464.73
2011-12-01,Novara,ITA,1474.6
2011-12-01,Numancia,ESP,1558.73
2011-12-01,Nurnberg,GER,1657.37
2011-12-01,Orduspor,TUR,1386.89
2011-12-01,Osasuna,ESP,1722.04
2011-12-01,Paderborn,GER,1533.05
2011-12-01,Palermo,ITA,1620.39
2011-12-01,Paris SG,FRA,1699.45
2011-12-01,Parma,ITA,1601.86
2011-12-01,Pescara,ITA,1452.78
2011-12-01,Portsmouth,ENG,1472.69
2011-12-01,QPR,ENG,1593.39
2011-12-01,Reading,ENG,1554.83
2011-12-01,Real Madrid,ESP,2037.84
2011-12-01,Recreativo,ESP,1549.84
2011-12-01,Reggina,ITA,1486.22
2011-12-01,Reims,FRA,1481.67
2011-12-01,Rennes,FRA,1657.57
2011-12-01,Roma,ITA,1662.78
2011-12-01,Sampdoria,ITA,1508.82
2011-12-01,Samsunspor,TUR,1356.3
2011-12-01,Santander,ESP,1647.0
2011-12-01,Sassuolo,ITA,1472.99
2011-12-01,Schalke 04,GER,1764.2
2011-12-01,Sedan,FRA,1501.31
2011-12-01,Sevilla,ESP,1755.74
2011-12-01,Siena,ITA,1561.35
2011-12-01,Sivasspor,TUR,1438.16
2011-12-01,Sochaux,FRA,1595.22
2011-12-01,Sociedad,ESP,1626.59
2011-12-01,Southampton,ENG,1523.49
2011-12-01,Sp Gijon,ESP,1664.52
2011-12-01,St Etienne,FRA,1622.0
2011-12-01,St Pauli,GER,1600.19
2011-12-01,Stoke,ENG,1676.62
2011-12-01,Stuttgart,GER,1733.25
2011-12-01,Sunderland,ENG,1652.22
2011-12-01,Swansea,ENG,1617.55
2011-12-01,Torino,ITA,1519.69
2011-12-01,Tottenham,ENG,1822.6
2011-12-01,Toulouse,FRA,1645.7
2011-12-01,Trabzonspor,TUR,1637.45
2011-12-01,Troyes,FRA,1423.45
2011-12-01,Udinese,ITA,1707.16
2011-12-01,Union Berlin,GER,1497.61
2011-12-01,Valencia,ESP,1848.02
2011-12-01,Valenciennes,FRA,1611.67
2011-12-01,Valladolid,ESP,1621.69
2011-12-01,Vallecano,ESP,1653.75
2011-12-01,Verona,ITA,1406.06
2011-12-01,Vicenza,ITA,1382.8
2011-12-01,Villarreal,ESP,1715.26
2011-12-01,Watford,ENG,1445.42
2011-12-01,Werder Bremen,GER,1741.51
2011-12-01,West Brom,ENG,1652.39
2011-12-01,West Ham,ENG,1644.96
2011-12-01,Wigan,ENG,1600.78
2011-12-01,Wolfsburg,GER,1674.52
2011-12-01,Wolves,ENG,1604.35
2011-12-01,Xerez,ESP,1542.55
2011-12-01,Zaragoza,ESP,1656.48
2011-12-15,Aachen,GER,1448.61
2011-12-15,Ajaccio,FRA,1468.68
2011-12-15,Almeria,ESP,1611.97
2011-12-15,Amiens,FRA,1419.42
2011-12-15,Angers,FRA,1487.38
2011-12-15,Antalyaspor,TUR,1451.57
2011-12-15,Arles,FRA,1401.05
2011-12-15,Arsenal,ENG,1836.55
2011-12-15,Ascoli,ITA,1393.95
2011-12-15,Aston Villa,ENG,1704.14
2011-12-15,Atalanta,ITA,1586.03
2011-12-15,Ath Bilbao,ESP,1726.96
2011-12-15,Ath Madrid,ESP,1739.45
2011-12-15,Augsburg,GER,1604.22
2011-12-15,Auxerre,FRA,1631.67
2011-12-15,Barcelona,ESP,2059.01
2011-12-15,Bari,ITA,1467.07
2011-12-15,Bastia,FRA,1465.83
2011-12-15,Bayern Munich,GER,1894.7
2011-12-15,Besiktas,TUR,1630.75
2011-12-15,Betis,ESP,1641.31
2011-12-15,Birmingham,ENG,1588.25
2011-12-15,Blackburn,ENG,1624.43
2011-12-15,Blackpool,ENG,1561.95
2011-12-15,Bochum,GER,1519.14
2011-12-15,Bologna,ITA,1545.79
2011-12-15,Bolton,ENG,1600.26
2011-12-15,Bordeaux,FRA,1640.92
2011-12-15,Boulogne,FRA,1442.67
2011-12-15,Braunschweig,GER,1462.03
2011-12-15,Brescia,ITA,1420.03
2011-12-15,Brest,FRA,1578.79
2011-12-15,Brighton,ENG,1434.29
2011-12-15,Burnley,ENG,1481.05
2011-12-15,Bursaspor,TUR,1519.61
2011-12-15,Buyuksehyr,TUR,1484.12
2011-12-15,Caen,FRA,1584.44
2011-12-15,Cagliari,ITA,1579.47
2011-12-15,Cardiff,ENG,1563.22
2011-12-15,Catania,ITA,1593.75
2011-12-15,Celta,ESP,1581.06
2011-12-15,Cesena,ITA,1533.49
2011-12-15,Chelsea,ENG,1877.33
2011-12-15,Chievo,ITA,1584.76
2011-12-15,Clermont,FRA,1535.83
2011-12-15,Cordoba,ESP,1552.71
2011-12-15,Cottbus,GER,1486.96
2011-12-15,Coventry,ENG,1380.94
2011-12-15,Crotone,ITA,1423.37
2011-12-15,Crystal Palace,ENG,1446.82
2011-12-15,Derby,ENG,1410.68
2011-12-15,Dijon,FRA,1522.59
2011-12-15,Dortmund,GER,1816.27
2011-12-15,Duisburg,GER,1488.41
2011-12-15,Ein Frankfurt,GER,1638.0
2011-12-15,Elche,ESP,1633.11
2011-12-15,Empoli,ITA,1410.35
2011-12-15,Eskisehirspor,TUR,1515.79
2011-12-15,Espanol,ESP,1670.94
2011-12-15,Everton,ENG,1731.07
2011-12-15,Evian Thonon Gaillard,FRA,1548.23
2011-12-15,FC Koln,GER,1661.73
2011-12-15,Fenerbahce,TUR,1686.76
2011-12-15,Fiorentina,ITA,1637.98
2011-12-15,Fortuna Dusseldorf,GER,1636.19
2011-12-15,Freiburg,GER,1605.99
2011-12-15,Fulham,ENG,1682.8
2011-12-15,Galatasaray,TUR,1576.86
2011-12-15,Gaziantepspor,TUR,1486.83
2011-12-15,Genclerbirligi,TUR,1483.54
2011-12-15,Genoa,ITA,1606.32
2011-12-15,Getafe,ESP,1658.53
2011-12-15,Girona,ESP,1483.88
2011-12-15,Granada,ESP,1597.26
2011-12-15,Greuther Furth,GER,1612.3
2011-12-15,Guingamp,FRA,1475.16
2011-12-15,Hamburg,GER,1690.32
2011-12-15,Hannover,GER,1699.02
2011-12-15,Hansa Rostock,GER,1376.09
2011-12-15,Hercules,ESP,1619.56
2011-12-15,Hertha,GER,1684.62
2011-12-15,Hoffenheim,GER,1682.65
2011-12-15,Huesca,ESP,1507.89
2011-12-15,Hull,ENG,1519.67
2011-12-15,Ingolstadt,GER,1408.09
2011-12-15,Inter,ITA,1742.32
2011-12-15,Ipswich,ENG,1425.33
2011-12-15,Istres,FRA,1415.21
2011-12-15,Juventus,ITA,1716.92
2011-12-15,Kaiserslautern,GER,1650.71
2011-12-15,Karabukspor,TUR,1408.02
2011-12-15,Karlsruhe,GER,1372.38
2011-12-15,Kayserispor,TUR,1489.19
2011-12-15,La Coruna,ESP,1648.23
2011-12-15,Las Palmas,ESP,1527.12
2011-12-15,Lazio,ITA,1710.51
2011-12-15,Le Havre,FRA,1466.65
2011-12-15,Le Mans,FRA,1476.61
2011-12-15,Lecce,ITA,1501.19
2011-12-15,Leeds,ENG,1521.84
2011-12-15,Leicester,ENG,1511.96
2011-12-15,Lens,FRA,1519.28
2011-12-15,Levante,ESP,1726.02
2011-12-15,Leverkusen,GER,1785.77
2011-12-15,Lille,FRA,1773.37
2011-12-15,Liverpool,ENG,1796.86
2011-12-15,Livorno,ITA,1414.72
2011-12-15,Lorient,FRA,1618.47
2011-12-15,Lyon,FRA,1766.97
2011-12-15,Mainz,GER,1688.4
2011-12-15,Malaga,ESP,1708.8
2011-12-15,Mallorca,ESP,1673.43
2011-12-15,Man City,ENG,1889.53
2011-12-15,Man United,ENG,1921.84
2011-12-15,Manisaspor,TUR,1474.68
2011-12-15,Marseille,FRA,1762.97
2011-12-15,Mersin Idman Yurdu,TUR,1421.64
2011-12-15,Metz,FRA,1472.79
2011-12-15,MGladbach,GER,1719.36
2011-12-15,Middlesbrough,ENG,1538.33
2011-12-15,Milan,ITA,1792.02
2011-12-15,Modena,ITA,1376.67
2011-12-15,Monaco,FRA,1489.76
2011-12-15,Montpellier,FRA,1685.08
2011-12-15,Munich 1860,GER,1536.26
2011-12-15,Murcia,ESP,1505.81
2011-12-15,Nancy,FRA,1582.73
2011-12-15,Nantes,FRA,1451.96
2011-12-15,Napoli,ITA,1737.09
2011-12-15,Newcastle,ENG,1719.01
2011-12-15,Nice,FRA,1559.11
2011-12-15,Norwich,ENG,1594.4
2011-12-15,Nottm Forest,ENG,1437.57
2011-12-15,Novara,ITA,1477.78
2011-12-15,Numancia,ESP,1540.72
2011-12-15,Nurnberg,GER,1631.45
2011-12-15,Orduspor,TUR,1380.48
2011-12-15,Osasuna,ESP,1720.69
2011-12-15,Paderborn,GER,1533.15
2011-12-15,Palermo,ITA,1611.47
2011-12-15,Paris SG,FRA,1712.82
2011-12-15,Parma,ITA,1603.77
2011-12-15,Pescara,ITA,1436.98
2011-12-15,Portsmouth,ENG,1477.97
2011-12-15,QPR,ENG,1580.87
2011-12-15,Reading,ENG,1553.3
2011-12-15,Real Madrid,ESP,2025.25
2011-12-15,Recreativo,ESP,1547.3
2011-12-15,Reggina,ITA,1478.73
2011-12-15,Reims,FRA,1494.84
2011-12-15,Rennes,FRA,1646.39
2011-12-15,Roma,ITA,1652.11
2011-12-15,Sampdoria,ITA,1507.12
2011-12-15,Samsunspor,TUR,1351.5
2011-12-15,Santander,ESP,1651.58
2011-12-15,Sassuolo,ITA,1480.4
2011-12-15,Schalke 04,GER,1780.31
2011-12-15,Sedan,FRA,1508.48
2011-12-15,Sevilla,ESP,1748.1
2011-12-15,Siena,ITA,1544.04
2011-12-15,Sivasspor,TUR,1459.76
2011-12-15,Sochaux,FRA,1593.5
2011-12-15,Sociedad,ESP,1631.09
2011-12-15,Southampton,ENG,1502.95
2011-12-15,Sp Gijon,ESP,1667.18
2011-12-15,St Etienne,FRA,1635.79
2011-12-15,St Pauli,GER,1583.97
2011-12-15,Stoke,ENG,1676.37
2011-12-15,Stuttgart,GER,1719.09
2011-12-15,Sunderland,ENG,1640.96
2011-12-15,Swansea,ENG,1611.95
2011-12-15,Torino,ITA,1520.64
2011-12-15,Tottenham,ENG,1806.96
2011-12-15,Toulouse,FRA,1651.29
2011-12-15,Trabzonspor,TUR,1616.28
2011-12-15,Troyes,FRA,1426.26
2011-12-15,Udinese,ITA,1723.47
2011-12-15,Union Berlin,GER,1508.24
2011-12-15,Valencia,ESP,1822.57
2011-12-15,Valenciennes,FRA,1617.7
2011-12-15,Valladolid,ESP,1614.93
2011-12-15,Vallecano,ESP,1626.24
2011-12-15,Verona,ITA,1428.34
2011-12-15,Vicenza,ITA,1409.0
2011-12-15,Villarreal,ESP,1681.5
2011-12-15,Watford,ENG,1444.8
2011-12-15,Werder Bremen,GER,1739.48
2011-12-15,West Brom,ENG,1631.49
2011-12-15,West Ham,ENG,1607.26
2011-12-15,Wigan,ENG,1594.68
2011-12-15,Wolfsburg,GER,1660.12
2011-12-15,Wolves,ENG,1599.75
2011-12-15,Xerez,ESP,1508.4
2011-12-15,Zaragoza,ESP,1631.42
2012-01-01,Aachen,GER,1451.51
2012-01-01,Ajaccio,FRA,1495.13
2012-01-01,Almeria,ESP,1619.28
2012-01-01,Amiens,FRA,1397.67
2012-01-01,Angers,FRA,1496.03
2012-01-01,Antalyaspor,TUR,1459.8
2012-01-01,Arles,FRA,1384.13
2012-01-01,Arsenal,ENG,1833.47
2012-01-01,Ascoli,ITA,1402.16
2012-01-01,Aston Villa,ENG,1709.89
2012-01-01,Atalanta,ITA,1596.27
2012-01-01,Ath Bilbao,ESP,1732.45
2012-01-01,Ath Madrid,ESP,1728.58
2012-01-01,Augsburg,GER,1609.06
2012-01-01,Auxerre,FRA,1617.48
2012-01-01,Barcelona,ESP,2060.63
2012-01-01,Bari,ITA,1461.81
2012-01-01,Bastia,FRA,1484.53
2012-01-01,Bayern Munich,GER,1898.87
2012-01-01,Besiktas,TUR,1627.33
2012-01-01,Betis,ESP,1660.72
2012-01-01,Birmingham,ENG,1591.47
2012-01-01,Blackburn,ENG,1627.94
2012-01-01,Blackpool,ENG,1556.94
2012-01-01,Bochum,GER,1529.29
2012-01-01,Bologna,ITA,1529.73
2012-01-01,Bolton,ENG,1593.47
2012-01-01,Bordeaux,FRA,1637.48
2012-01-01,Boulogne,FRA,1461.29
2012-01-01,Braunschweig,GER,1460.55
2012-01-01,Brescia,ITA,1431.43
2012-01-01,Brest,FRA,1588.33
2012-01-01,Brighton,ENG,1410.08
2012-01-01,Burnley,ENG,1504.47
2012-01-01,Bursaspor,TUR,1516.96
2012-01-01,Buyuksehyr,TUR,1469.06
2012-01-01,Caen,FRA,1575.77
2012-01-01,Cagliari,ITA,1562.13
2012-01-01,Cardiff,ENG,1559.43
2012-01-01,Catania,ITA,1603.04
2012-01-01,Celta,ESP,1588.87
2012-01-01,Cesena,ITA,1517.65
2012-01-01,Chelsea,ENG,1847.2
2012-01-01,Chievo,ITA,1596.73
2012-01-01,Clermont,FRA,1522.89
2012-01-01,Cordoba,ESP,1551.78
2012-01-01,Cottbus,GER,1485.89
2012-01-01,Coventry,ENG,1395.17
2012-01-01,Crotone,ITA,1410.98
2012-01-01,Crystal Palace,ENG,1461.08
2012-01-01,Derby,ENG,1426.49
2012-01-01,Dijon,FRA,1518.44
2012-01-01,Dortmund,GER,1824.81
2012-01-01,Duisburg,GER,1490.9
2012-01-01,Ein Frankfurt,GER,1627.84
2012-01-01,Elche,ESP,1644.85
2012-01-01,Empoli,ITA,1406.64
2012-01-01,Eskisehirspor,TUR,1521.01
2012-01-01,Espanol,ESP,1682.88
2012-01-01,Everton,ENG,1730.46
2012-01-01,Evian Thonon Gaillard,FRA,1557.69
2012-01-01,FC Koln,GER,1658.98
2012-01-01,Fenerbahce,TUR,1687.04
2012-01-01,Fiorentina,ITA,1631.8
2012-01-01,Fortuna Dusseldorf,GER,1624.59
2012-01-01,Freiburg,GER,1598.88
2012-01-01,Fulham,ENG,1686.76
2012-01-01,Galatasaray,TUR,1587.6
2012-01-01,Gaziantepspor,TUR,1484.79
2012-01-01,Genclerbirligi,TUR,1505.6
2012-01-01,Genoa,ITA,1600.03
2012-01-01,Getafe,ESP,1670.71
2012-01-01,Girona,ESP,1491.42
2012-01-01,Granada,ESP,1608.19
2012-01-01,Greuther Furth,GER,1622.16
2012-01-01,Guingamp,FRA,1445.96
2012-01-01,Hamburg,GER,1686.9
2012-01-01,Hannover,GER,1702.3
2012-01-01,Hansa Rostock,GER,1376.48
2012-01-01,Hercules,ESP,1613.2
2012-01-01,Hertha,GER,1687.18
2012-01-01,Hoffenheim,GER,1681.52
2012-01-01,Huesca,ESP,1514.69
2012-01-01,Hull,ENG,1515.35
2012-01-01,Ingolstadt,GER,1411.89
2012-01-01,Inter,ITA,1748.23
2012-01-01,Ipswich,ENG,1432.57
2012-01-01,Istres,FRA,1439.55
2012-01-01,Juventus,ITA,1719.41
2012-01-01,Kaiserslautern,GER,1651.04
2012-01-01,Karabukspor,TUR,1392.76
2012-01-01,Karlsruhe,GER,1365.48
2012-01-01,Kayserispor,TUR,1490.85
2012-01-01,La Coruna,ESP,1656.99
2012-01-01,Las Palmas,ESP,1521.6
2012-01-01,Lazio,ITA,1702.46
2012-01-01,Le Havre,FRA,1457.52
2012-01-01,Le Mans,FRA,1465.95
2012-01-01,Lecce,ITA,1499.78
2012-01-01,Leeds,ENG,1491.16
2012-01-01,Leicester,ENG,1496.76
2012-01-01,Lens,FRA,1494.2
