date,club,country,elo
2002-01-15,Real Madrid,ESP,1912.12
2002-01-15,Recreativo,ESP,1620.51
2002-01-15,Reggina,ITA,1646.21
2002-01-15,Rennes,FRA,1626.13
2002-01-15,Rizespor,TUR,1399.7
2002-01-15,Roma,ITA,1862.8
2002-01-15,Salernitana,ITA,1518.0
2002-01-15,Sampdoria,ITA,1596.25
2002-01-15,Samsunspor,TUR,1415.99
2002-01-15,Santander,ESP,1695.27
2002-01-15,Schalke 04,GER,1753.34
2002-01-15,Sedan,FRA,1654.76
2002-01-15,Sevilla,ESP,1728.26
2002-01-15,Sheffield United,ENG,1486.47
2002-01-15,Siena,ITA,1425.59
2002-01-15,Sochaux,FRA,1653.84
2002-01-15,Sociedad,ESP,1729.17
2002-01-15,Southampton,ENG,1670.83
2002-01-15,Sp Gijon,ESP,1575.05
2002-01-15,St Etienne,FRA,1531.91
2002-01-15,St Pauli,GER,1546.27
2002-01-15,Strasbourg,FRA,1599.09
2002-01-15,Stuttgart,GER,1689.53
2002-01-15,Sunderland,ENG,1691.93
2002-01-15,Tenerife,ESP,1657.97
2002-01-15,Torino,ITA,1642.77
2002-01-15,Tottenham,ENG,1690.04
2002-01-15,Trabzonspor,TUR,1490.01
2002-01-15,Troyes,FRA,1656.48
2002-01-15,Udinese,ITA,1636.62
2002-01-15,Union Berlin,GER,1494.19
2002-01-15,Unterhaching,GER,1543.38
2002-01-15,Valencia,ESP,1863.69
2002-01-15,Valladolid,ESP,1731.97
2002-01-15,Vallecano,ESP,1677.51
2002-01-15,Venezia,ITA,1575.87
2002-01-15,Verona,ITA,1660.82
2002-01-15,Vicenza,ITA,1583.38
2002-01-15,Villarreal,ESP,1721.99
2002-01-15,Watford,ENG,1507.95
2002-01-15,Werder Bremen,GER,1776.1
2002-01-15,West Brom,ENG,1517.07
2002-01-15,West Ham,ENG,1663.29
2002-01-15,Wolfsburg,GER,1724.47
2002-01-15,Wolves,ENG,1543.29
2002-01-15,Xerez,ESP,1604.92
2002-01-15,Yozgatspor,TUR,1399.13
2002-01-15,Zaragoza,ESP,1713.31
2002-02-01,Aachen,GER,1474.02
2002-02-01,Ajaccio,FRA,1545.3
2002-02-01,Alaves,ESP,1765.15
2002-02-01,Albacete,ESP,1599.31
2002-02-01,Amiens,FRA,1449.26
2002-02-01,Ancona,ITA,1442.18
2002-02-01,Antalyaspor,TUR,1338.81
2002-02-01,Arsenal,ENG,1837.78
2002-02-01,Aston Villa,ENG,1703.99
2002-02-01,Atalanta,ITA,1651.69
2002-02-01,Ath Bilbao,ESP,1743.32
2002-02-01,Ath Madrid,ESP,1716.67
2002-02-01,Auxerre,FRA,1692.2
2002-02-01,Barcelona,ESP,1839.68
2002-02-01,Bari,ITA,1507.79
2002-02-01,Bastia,FRA,1620.98
2002-02-01,Bayern Munich,GER,1860.5
2002-02-01,Besiktas,TUR,1618.01
2002-02-01,Betis,ESP,1739.76
2002-02-01,Bielefeld,GER,1599.7
2002-02-01,Birmingham,ENG,1519.63
2002-02-01,Blackburn,ENG,1637.22
2002-02-01,Bochum,GER,1559.94
2002-02-01,Bologna,ITA,1681.91
2002-02-01,Bolton,ENG,1613.1
2002-02-01,Bordeaux,FRA,1712.57
2002-02-01,Bradford,ENG,1473.34
2002-02-01,Brescia,ITA,1657.81
2002-02-01,Burnley,ENG,1526.46
2002-02-01,Bursaspor,TUR,1403.41
2002-02-01,Caen,FRA,1456.37
2002-02-01,Cagliari,ITA,1524.51
2002-02-01,Celta,ESP,1819.09
2002-02-01,Charlton,ENG,1673.45
2002-02-01,Chelsea,ENG,1790.58
2002-02-01,Chievo,ITA,1672.76
2002-02-01,Como,ITA,1515.32
2002-02-01,Cordoba,ESP,1561.54
2002-02-01,Cottbus,GER,1585.27
2002-02-01,Coventry,ENG,1545.8
2002-02-01,Crotone,ITA,1420.58
2002-02-01,Crystal Palace,ENG,1476.43
2002-02-01,Denizlispor,TUR,1438.2
2002-02-01,Derby,ENG,1576.66
2002-02-01,Diyarbakirspor,TUR,1332.32
2002-02-01,Dortmund,GER,1810.67
2002-02-01,Duisburg,GER,1523.22
2002-02-01,Eibar,ESP,1577.52
2002-02-01,Ein Frankfurt,GER,1587.15
2002-02-01,Elche,ESP,1530.93
2002-02-01,Empoli,ITA,1629.67
2002-02-01,Espanol,ESP,1727.7
2002-02-01,Everton,ENG,1642.53
2002-02-01,FC Koln,GER,1601.23
2002-02-01,Fenerbahce,TUR,1584.02
2002-02-01,Fiorentina,ITA,1628.59
2002-02-01,Freiburg,GER,1687.29
2002-02-01,Fulham,ENG,1671.25
2002-02-01,Galatasaray,TUR,1704.59
2002-02-01,Gaziantepspor,TUR,1514.29
2002-02-01,Genclerbirligi,TUR,1411.24
2002-02-01,Genoa,ITA,1540.42
2002-02-01,Goztep,TUR,1336.03
2002-02-01,Grenoble,FRA,1429.2
2002-02-01,Greuther Furth,GER,1589.3
2002-02-01,Guingamp,FRA,1599.1
2002-02-01,Hamburg,GER,1656.74
2002-02-01,Hannover,GER,1628.72
2002-02-01,Hansa Rostock,GER,1626.38
2002-02-01,Hertha,GER,1707.26
2002-02-01,Inter,ITA,1803.63
2002-02-01,Ipswich,ENG,1702.67
2002-02-01,Istanbulspor,TUR,1395.16
2002-02-01,Istres,FRA,1419.38
2002-02-01,Juventus,ITA,1872.98
2002-02-01,Kaiserslautern,GER,1738.54
2002-02-01,Karlsruhe,GER,1484.02
2002-02-01,Kocaelispor,TUR,1409.31
2002-02-01,La Coruna,ESP,1831.69
2002-02-01,Las Palmas,ESP,1721.86
2002-02-01,Lazio,ITA,1782.77
2002-02-01,Le Havre,FRA,1588.82
2002-02-01,Le Mans,FRA,1490.13
2002-02-01,Lecce,ITA,1601.65
2002-02-01,Leeds,ENG,1821.72
2002-02-01,Leganes,ESP,1523.94
2002-02-01,Leicester,ENG,1587.07
2002-02-01,Lens,FRA,1768.84
2002-02-01,Levante,ESP,1531.13
2002-02-01,Leverkusen,GER,1814.74
2002-02-01,Lille,FRA,1744.92
2002-02-01,Liverpool,ENG,1831.15
2002-02-01,Lorient,FRA,1571.27
2002-02-01,Lyon,FRA,1800.63
2002-02-01,Mainz,GER,1581.44
2002-02-01,Malaga,ESP,1760.97
2002-02-01,Malatyaspor,TUR,1315.5
2002-02-01,Mallorca,ESP,1770.44
2002-02-01,Man City,ENG,1621.29
2002-02-01,Man United,ENG,1864.86
2002-02-01,Marseille,FRA,1661.27
2002-02-01,Messina,ITA,1468.16
2002-02-01,Metz,FRA,1621.57
2002-02-01,MGladbach,GER,1620.86
2002-02-01,Middlesbrough,ENG,1668.23
2002-02-01,Milan,ITA,1774.61
2002-02-01,Modena,ITA,1571.11
2002-02-01,Monaco,FRA,1686.0
2002-02-01,Montpellier,FRA,1655.31
2002-02-01,Munich 1860,GER,1691.56
2002-02-01,Murcia,ESP,1522.85
2002-02-01,Nancy,FRA,1539.75
2002-02-01,Nantes,FRA,1730.79
2002-02-01,Napoli,ITA,1611.23
2002-02-01,Newcastle,ENG,1774.06
2002-02-01,Nice,FRA,1502.79
2002-02-01,Nimes,FRA,1440.41
2002-02-01,Norwich,ENG,1480.63
2002-02-01,Nottm Forest,ENG,1486.01
2002-02-01,Numancia,ESP,1605.35
2002-02-01,Nurnberg,GER,1565.32
2002-02-01,Osasuna,ESP,1714.26
2002-02-01,Oviedo,ESP,1672.27
2002-02-01,Palermo,ITA,1469.52
2002-02-01,Paris SG,FRA,1734.4
2002-02-01,Parma,ITA,1712.21
2002-02-01,Perugia,ITA,1664.14
2002-02-01,Piacenza,ITA,1644.79
2002-02-01,Portsmouth,ENG,1427.06
2002-02-01,Real Madrid,ESP,1903.77
2002-02-01,Recreativo,ESP,1630.91
2002-02-01,Reggina,ITA,1653.05
2002-02-01,Rennes,FRA,1626.02
2002-02-01,Rizespor,TUR,1389.82
2002-02-01,Roma,ITA,1861.98
2002-02-01,Salernitana,ITA,1527.37
2002-02-01,Sampdoria,ITA,1595.55
2002-02-01,Samsunspor,TUR,1404.64
2002-02-01,Santander,ESP,1691.61
2002-02-01,Schalke 04,GER,1771.71
2002-02-01,Sedan,FRA,1648.1
2002-02-01,Sevilla,ESP,1746.21
2002-02-01,Sheffield United,ENG,1481.36
2002-02-01,Siena,ITA,1422.63
2002-02-01,Sochaux,FRA,1654.69
2002-02-01,Sociedad,ESP,1715.21
2002-02-01,Southampton,ENG,1684.72
2002-02-01,Sp Gijon,ESP,1591.61
2002-02-01,St Etienne,FRA,1528.85
2002-02-01,St Pauli,GER,1560.75
2002-02-01,Strasbourg,FRA,1602.64
2002-02-01,Stuttgart,GER,1698.95
2002-02-01,Sunderland,ENG,1678.86
2002-02-01,Tenerife,ESP,1655.47
2002-02-01,Torino,ITA,1663.03
2002-02-01,Tottenham,ENG,1676.03
2002-02-01,Trabzonspor,TUR,1467.05
2002-02-01,Troyes,FRA,1679.7
2002-02-01,Udinese,ITA,1653.95
2002-02-01,Union Berlin,GER,1501.04
2002-02-01,Unterhaching,GER,1541.94
2002-02-01,Valencia,ESP,1857.52
2002-02-01,Valladolid,ESP,1743.3
2002-02-01,Vallecano,ESP,1694.45
2002-02-01,Venezia,ITA,1575.89
2002-02-01,Verona,ITA,1656.38
2002-02-01,Vicenza,ITA,1586.34
2002-02-01,Villarreal,ESP,1728.43
2002-02-01,Watford,ENG,1497.99
2002-02-01,Werder Bremen,GER,1765.13
2002-02-01,West Brom,ENG,1527.26
2002-02-01,West Ham,ENG,1647.21
2002-02-01,Wolfsburg,GER,1709.99
2002-02-01,Wolves,ENG,1540.84
2002-02-01,Xerez,ESP,1586.04
2002-02-01,Yozgatspor,TUR,1396.44
2002-02-01,Zaragoza,ESP,1711.12
2002-02-15,Aachen,GER,1463.88
2002-02-15,Ajaccio,FRA,1544.35
2002-02-15,Alaves,ESP,1762.46
2002-02-15,Albacete,ESP,1607.06
2002-02-15,Amiens,FRA,1436.0
2002-02-15,Ancona,ITA,1442.62
2002-02-15,Antalyaspor,TUR,1341.68
2002-02-15,Arsenal,ENG,1836.68
2002-02-15,Aston Villa,ENG,1705.78
2002-02-15,Atalanta,ITA,1641.15
2002-02-15,Ath Bilbao,ESP,1748.54
2002-02-15,Ath Madrid,ESP,1707.74
2002-02-15,Auxerre,FRA,1699.97
2002-02-15,Barcelona,ESP,1856.87
2002-02-15,Bari,ITA,1507.67
2002-02-15,Bastia,FRA,1633.87
2002-02-15,Bayern Munich,GER,1850.44
2002-02-15,Besiktas,TUR,1615.91
2002-02-15,Betis,ESP,1747.76
2002-02-15,Bielefeld,GER,1611.48
2002-02-15,Birmingham,ENG,1519.63
2002-02-15,Blackburn,ENG,1620.6
2002-02-15,Bochum,GER,1554.04
2002-02-15,Bologna,ITA,1686.01
2002-02-15,Bolton,ENG,1617.6
2002-02-15,Bordeaux,FRA,1710.22
2002-02-15,Bradford,ENG,1480.4
2002-02-15,Brescia,ITA,1645.03
2002-02-15,Burnley,ENG,1521.64
2002-02-15,Bursaspor,TUR,1407.14
2002-02-15,Caen,FRA,1448.45
2002-02-15,Cagliari,ITA,1530.1
2002-02-15,Celta,ESP,1817.37
2002-02-15,Charlton,ENG,1668.72
2002-02-15,Chelsea,ENG,1794.27
2002-02-15,Chievo,ITA,1664.02
2002-02-15,Como,ITA,1532.18
2002-02-15,Cordoba,ESP,1542.15
2002-02-15,Cottbus,GER,1582.01
2002-02-15,Coventry,ENG,1554.58
2002-02-15,Crotone,ITA,1417.56
2002-02-15,Crystal Palace,ENG,1477.06
2002-02-15,Denizlispor,TUR,1432.39
2002-02-15,Derby,ENG,1578.21
2002-02-15,Diyarbakirspor,TUR,1342.2
2002-02-15,Dortmund,GER,1817.31
2002-02-15,Duisburg,GER,1541.25
2002-02-15,Eibar,ESP,1580.99
2002-02-15,Ein Frankfurt,GER,1591.85
2002-02-15,Elche,ESP,1547.3
2002-02-15,Empoli,ITA,1627.25
2002-02-15,Espanol,ESP,1745.52
2002-02-15,Everton,ENG,1630.06
2002-02-15,FC Koln,GER,1576.31
2002-02-15,Fenerbahce,TUR,1593.42
2002-02-15,Fiorentina,ITA,1622.51
2002-02-15,Freiburg,GER,1673.44
2002-02-15,Fulham,ENG,1678.35
2002-02-15,Galatasaray,TUR,1698.94
2002-02-15,Gaziantepspor,TUR,1511.35
2002-02-15,Genclerbirligi,TUR,1412.89
2002-02-15,Genoa,ITA,1528.65
2002-02-15,Goztep,TUR,1331.01
2002-02-15,Grenoble,FRA,1429.53
2002-02-15,Greuther Furth,GER,1621.9
2002-02-15,Guingamp,FRA,1594.53
2002-02-15,Hamburg,GER,1675.67
2002-02-15,Hannover,GER,1629.53
2002-02-15,Hansa Rostock,GER,1642.14
2002-02-15,Hertha,GER,1703.63
2002-02-15,Inter,ITA,1788.98
2002-02-15,Ipswich,ENG,1696.19
2002-02-15,Istanbulspor,TUR,1391.3
2002-02-15,Istres,FRA,1434.74
2002-02-15,Juventus,ITA,1877.47
2002-02-15,Kaiserslautern,GER,1734.8
2002-02-15,Karlsruhe,GER,1466.67
2002-02-15,Kocaelispor,TUR,1394.85
2002-02-15,La Coruna,ESP,1829.41
2002-02-15,Las Palmas,ESP,1716.04
2002-02-15,Lazio,ITA,1772.9
2002-02-15,Le Havre,FRA,1581.91
2002-02-15,Le Mans,FRA,1519.81
2002-02-15,Lecce,ITA,1598.52
2002-02-15,Leeds,ENG,1800.79
2002-02-15,Leganes,ESP,1562.14
2002-02-15,Leicester,ENG,1577.91
2002-02-15,Lens,FRA,1765.02
2002-02-15,Levante,ESP,1525.56
2002-02-15,Leverkusen,GER,1802.55
2002-02-15,Lille,FRA,1731.36
2002-02-15,Liverpool,ENG,1864.41
2002-02-15,Lorient,FRA,1576.03
2002-02-15,Lyon,FRA,1806.93
2002-02-15,Mainz,GER,1584.95
2002-02-15,Malaga,ESP,1757.62
2002-02-15,Malatyaspor,TUR,1322.12
2002-02-15,Mallorca,ESP,1755.23
2002-02-15,Man City,ENG,1617.16
2002-02-15,Man United,ENG,1875.9
2002-02-15,Marseille,FRA,1659.72
2002-02-15,Messina,ITA,1479.58
2002-02-15,Metz,FRA,1627.17
2002-02-15,MGladbach,GER,1621.72
2002-02-15,Middlesbrough,ENG,1668.79
2002-02-15,Milan,ITA,1772.12
2002-02-15,Modena,ITA,1572.68
2002-02-15,Monaco,FRA,1678.08
2002-02-15,Montpellier,FRA,1649.5
2002-02-15,Munich 1860,GER,1687.03
2002-02-15,Murcia,ESP,1529.94
2002-02-15,Nancy,FRA,1539.66
2002-02-15,Nantes,FRA,1724.57
2002-02-15,Napoli,ITA,1609.52
2002-02-15,Newcastle,ENG,1783.47
2002-02-15,Nice,FRA,1510.8
2002-02-15,Nimes,FRA,1446.94
2002-02-15,Norwich,ENG,1481.82
2002-02-15,Nottm Forest,ENG,1485.04
2002-02-15,Numancia,ESP,1583.07
2002-02-15,Nurnberg,GER,1596.16
2002-02-15,Osasuna,ESP,1720.59
2002-02-15,Oviedo,ESP,1669.38
2002-02-15,Palermo,ITA,1482.68
2002-02-15,Paris SG,FRA,1740.22
2002-02-15,Parma,ITA,1734.63
2002-02-15,Perugia,ITA,1671.13
2002-02-15,Piacenza,ITA,1646.22
2002-02-15,Portsmouth,ENG,1420.43
2002-02-15,Real Madrid,ESP,1890.79
2002-02-15,Recreativo,ESP,1622.62
2002-02-15,Reggina,ITA,1656.13
2002-02-15,Rennes,FRA,1632.24
2002-02-15,Rizespor,TUR,1407.51
2002-02-15,Roma,ITA,1856.09
2002-02-15,Salernitana,ITA,1516.5
2002-02-15,Sampdoria,ITA,1587.16
2002-02-15,Samsunspor,TUR,1402.35
2002-02-15,Santander,ESP,1686.64
2002-02-15,Schalke 04,GER,1790.91
2002-02-15,Sedan,FRA,1658.66
2002-02-15,Sevilla,ESP,1735.93
2002-02-15,Sheffield United,ENG,1480.1
2002-02-15,Siena,ITA,1425.92
2002-02-15,Sochaux,FRA,1646.85
2002-02-15,Sociedad,ESP,1724.97
2002-02-15,Southampton,ENG,1683.89
2002-02-15,Sp Gijon,ESP,1603.05
2002-02-15,St Etienne,FRA,1527.82
2002-02-15,St Pauli,GER,1565.74
2002-02-15,Strasbourg,FRA,1591.23
2002-02-15,Stuttgart,GER,1688.91
2002-02-15,Sunderland,ENG,1681.43
2002-02-15,Tenerife,ESP,1646.5
2002-02-15,Torino,ITA,1665.74
2002-02-15,Tottenham,ENG,1671.81
2002-02-15,Trabzonspor,TUR,1457.51
2002-02-15,Troyes,FRA,1673.46
2002-02-15,Udinese,ITA,1662.19
2002-02-15,Union Berlin,GER,1519.0
2002-02-15,Unterhaching,GER,1524.94
2002-02-15,Valencia,ESP,1865.38
2002-02-15,Valladolid,ESP,1738.47
2002-02-15,Vallecano,ESP,1694.52
2002-02-15,Venezia,ITA,1591.01
2002-02-15,Verona,ITA,1665.05
2002-02-15,Vicenza,ITA,1591.64
2002-02-15,Villarreal,ESP,1734.17
2002-02-15,Watford,ENG,1494.53
2002-02-15,Werder Bremen,GER,1748.6
2002-02-15,West Brom,ENG,1546.23
2002-02-15,West Ham,ENG,1648.31
2002-02-15,Wolfsburg,GER,1715.54
2002-02-15,Wolves,ENG,1555.82
2002-02-15,Xerez,ESP,1602.41
2002-02-15,Yozgatspor,TUR,1383.67
2002-02-15,Zaragoza,ESP,1701.27
2002-03-01,Aachen,GER,1455.47
2002-03-01,Ajaccio,FRA,1542.52
2002-03-01,Alaves,ESP,1751.4
2002-03-01,Albacete,ESP,1610.77
2002-03-01,Amiens,FRA,1431.7
2002-03-01,Ancona,ITA,1427.8
2002-03-01,Antalyaspor,TUR,1346.15
2002-03-01,Arsenal,ENG,1848.42
2002-03-01,Aston Villa,ENG,1699.56
2002-03-01,Atalanta,ITA,1633.37
2002-03-01,Ath Bilbao,ESP,1752.81
2002-03-01,Ath Madrid,ESP,1710.49
2002-03-01,Auxerre,FRA,1701.52
2002-03-01,Barcelona,ESP,1845.94
2002-03-01,Bari,ITA,1511.03
2002-03-01,Bastia,FRA,1623.83
2002-03-01,Bayern Munich,GER,1862.85
2002-03-01,Besiktas,TUR,1613.56
2002-03-01,Betis,ESP,1775.57
2002-03-01,Bielefeld,GER,1613.38
2002-03-01,Birmingham,ENG,1536.3
2002-03-01,Blackburn,ENG,1617.38
2002-03-01,Bochum,GER,1565.39
2002-03-01,Bologna,ITA,1694.03
2002-03-01,Bolton,ENG,1617.9
2002-03-01,Bordeaux,FRA,1710.46
2002-03-01,Bradford,ENG,1495.87
2002-03-01,Brescia,ITA,1645.17
2002-03-01,Burnley,ENG,1511.45
2002-03-01,Bursaspor,TUR,1410.58
2002-03-01,Caen,FRA,1433.5
2002-03-01,Cagliari,ITA,1527.44
2002-03-01,Celta,ESP,1804.7
2002-03-01,Charlton,ENG,1670.52
2002-03-01,Chelsea,ENG,1791.05
2002-03-01,Chievo,ITA,1659.92
2002-03-01,Como,ITA,1532.21
2002-03-01,Cordoba,ESP,1573.23
2002-03-01,Cottbus,GER,1589.9
2002-03-01,Coventry,ENG,1551.62
2002-03-01,Crotone,ITA,1420.86
2002-03-01,Crystal Palace,ENG,1481.88
2002-03-01,Denizlispor,TUR,1429.96
2002-03-01,Derby,ENG,1591.54
2002-03-01,Diyarbakirspor,TUR,1364.04
2002-03-01,Dortmund,GER,1806.48
2002-03-01,Duisburg,GER,1540.94
2002-03-01,Eibar,ESP,1587.56
2002-03-01,Ein Frankfurt,GER,1588.75
2002-03-01,Elche,ESP,1564.87
2002-03-01,Empoli,ITA,1616.44
2002-03-01,Espanol,ESP,1758.97
2002-03-01,Everton,ENG,1633.65
2002-03-01,FC Koln,GER,1570.04
2002-03-01,Fenerbahce,TUR,1611.46
2002-03-01,Fiorentina,ITA,1603.99
2002-03-01,Freiburg,GER,1658.84
2002-03-01,Fulham,ENG,1662.83
2002-03-01,Galatasaray,TUR,1704.32
2002-03-01,Gaziantepspor,TUR,1499.58
2002-03-01,Genclerbirligi,TUR,1419.8
2002-03-01,Genoa,ITA,1508.46
2002-03-01,Goztep,TUR,1350.95
2002-03-01,Grenoble,FRA,1414.75
2002-03-01,Greuther Furth,GER,1632.88
2002-03-01,Guingamp,FRA,1573.3
2002-03-01,Hamburg,GER,1679.71
2002-03-01,Hannover,GER,1634.5
2002-03-01,Hansa Rostock,GER,1627.79
2002-03-01,Hertha,GER,1731.72
2002-03-01,Inter,ITA,1805.63
2002-03-01,Ipswich,ENG,1692.97
2002-03-01,Istanbulspor,TUR,1400.18
2002-03-01,Istres,FRA,1422.57
2002-03-01,Juventus,ITA,1856.46
2002-03-01,Kaiserslautern,GER,1724.89
2002-03-01,Karlsruhe,GER,1466.09
2002-03-01,Kocaelispor,TUR,1379.68
2002-03-01,La Coruna,ESP,1845.1
2002-03-01,Las Palmas,ESP,1710.92
2002-03-01,Lazio,ITA,1768.64
2002-03-01,Le Havre,FRA,1565.73
2002-03-01,Le Mans,FRA,1504.73
2002-03-01,Lecce,ITA,1598.47
2002-03-01,Leeds,ENG,1778.29
2002-03-01,Leganes,ESP,1549.53
2002-03-01,Leicester,ENG,1558.14
2002-03-01,Lens,FRA,1751.6
2002-03-01,Levante,ESP,1533.45
2002-03-01,Leverkusen,GER,1800.36
2002-03-01,Lille,FRA,1727.82
2002-03-01,Liverpool,ENG,1846.8
2002-03-01,Lorient,FRA,1575.93
2002-03-01,Lyon,FRA,1760.06
2002-03-01,Mainz,GER,1593.91
2002-03-01,Malaga,ESP,1771.14
2002-03-01,Malatyaspor,TUR,1331.25
2002-03-01,Mallorca,ESP,1730.98
2002-03-01,Man City,ENG,1614.59
2002-03-01,Man United,ENG,1878.92
2002-03-01,Marseille,FRA,1644.6
2002-03-01,Messina,ITA,1477.2
2002-03-01,Metz,FRA,1599.58
2002-03-01,MGladbach,GER,1628.72
2002-03-01,Middlesbrough,ENG,1665.35
2002-03-01,Milan,ITA,1760.5
2002-03-01,Modena,ITA,1576.68
2002-03-01,Monaco,FRA,1671.25
2002-03-01,Montpellier,FRA,1621.31
2002-03-01,Munich 1860,GER,1684.91
2002-03-01,Murcia,ESP,1544.14
2002-03-01,Nancy,FRA,1533.44
2002-03-01,Nantes,FRA,1690.67
2002-03-01,Napoli,ITA,1601.68
2002-03-01,Newcastle,ENG,1787.01
2002-03-01,Nice,FRA,1514.64
2002-03-01,Nimes,FRA,1428.51
2002-03-01,Norwich,ENG,1484.65
2002-03-01,Nottm Forest,ENG,1473.4
2002-03-01,Numancia,ESP,1573.23
2002-03-01,Nurnberg,GER,1599.92
2002-03-01,Osasuna,ESP,1711.58
2002-03-01,Oviedo,ESP,1678.3
2002-03-01,Palermo,ITA,1489.73
2002-03-01,Paris SG,FRA,1725.66
2002-03-01,Parma,ITA,1707.75
2002-03-01,Perugia,ITA,1666.66
2002-03-01,Piacenza,ITA,1642.31
2002-03-01,Portsmouth,ENG,1417.12
2002-03-01,Real Madrid,ESP,1898.26
2002-03-01,Recreativo,ESP,1614.94
2002-03-01,Reggina,ITA,1642.8
2002-03-01,Rennes,FRA,1625.52
2002-03-01,Rizespor,TUR,1407.53
2002-03-01,Roma,ITA,1861.03
2002-03-01,Salernitana,ITA,1523.23
2002-03-01,Sampdoria,ITA,1565.25
2002-03-01,Samsunspor,TUR,1392.28
2002-03-01,Santander,ESP,1676.68
2002-03-01,Schalke 04,GER,1798.72
2002-03-01,Sedan,FRA,1635.16
2002-03-01,Sevilla,ESP,1751.07
2002-03-01,Sheffield United,ENG,1476.98
2002-03-01,Siena,ITA,1409.52
2002-03-01,Sochaux,FRA,1632.34
2002-03-01,Sociedad,ESP,1736.2
2002-03-01,Southampton,ENG,1677.15
2002-03-01,Sp Gijon,ESP,1608.21
2002-03-01,St Etienne,FRA,1503.84
2002-03-01,St Pauli,GER,1567.76
2002-03-01,Strasbourg,FRA,1551.7
2002-03-01,Stuttgart,GER,1695.15
2002-03-01,Sunderland,ENG,1671.45
2002-03-01,Tenerife,ESP,1655.3
2002-03-01,Torino,ITA,1674.58
2002-03-01,Tottenham,ENG,1668.59
2002-03-01,Trabzonspor,TUR,1460.8
2002-03-01,Troyes,FRA,1641.77
2002-03-01,Udinese,ITA,1643.79
2002-03-01,Union Berlin,GER,1533.76
2002-03-01,Unterhaching,GER,1530.15
2002-03-01,Valencia,ESP,1880.93
2002-03-01,Valladolid,ESP,1753.62
2002-03-01,Vallecano,ESP,1708.82
2002-03-01,Venezia,ITA,1564.86
2002-03-01,Verona,ITA,1642.09
2002-03-01,Vicenza,ITA,1569.07
2002-03-01,Villarreal,ESP,1734.27
2002-03-01,Watford,ENG,1487.44
2002-03-01,Werder Bremen,GER,1733.5
2002-03-01,West Brom,ENG,1536.76
2002-03-01,West Ham,ENG,1652.29
2002-03-01,Wolfsburg,GER,1692.39
2002-03-01,Wolves,ENG,1580.25
2002-03-01,Xerez,ESP,1601.47
2002-03-01,Yozgatspor,TUR,1378.99
2002-03-01,Zaragoza,ESP,1709.27
2002-03-15,Aachen,GER,1457.85
2002-03-15,Ajaccio,FRA,1537.79
2002-03-15,Alaves,ESP,1758.73
2002-03-15,Albacete,ESP,1601.39
2002-03-15,Amiens,FRA,1434.7
2002-03-15,Ancona,ITA,1453.92
2002-03-15,Antalyaspor,TUR,1340.36
2002-03-15,Arsenal,ENG,1839.0
2002-03-15,Aston Villa,ENG,1683.96
2002-03-15,Atalanta,ITA,1640.68
2002-03-15,Ath Bilbao,ESP,1757.77
2002-03-15,Ath Madrid,ESP,1717.4
2002-03-15,Auxerre,FRA,1689.58
2002-03-15,Barcelona,ESP,1849.33
2002-03-15,Bari,ITA,1509.46
2002-03-15,Bastia,FRA,1614.67
2002-03-15,Bayern Munich,GER,1881.91
2002-03-15,Besiktas,TUR,1615.61
2002-03-15,Betis,ESP,1790.78
2002-03-15,Bielefeld,GER,1616.65
2002-03-15,Birmingham,ENG,1527.51
2002-03-15,Blackburn,ENG,1635.85
2002-03-15,Bochum,GER,1579.09
2002-03-15,Bologna,ITA,1693.73
2002-03-15,Bolton,ENG,1604.83
2002-03-15,Bordeaux,FRA,1712.56
2002-03-15,Bradford,ENG,1444.54
2002-03-15,Brescia,ITA,1642.49
2002-03-15,Burnley,ENG,1499.86
2002-03-15,Bursaspor,TUR,1431.34
2002-03-15,Caen,FRA,1437.76
2002-03-15,Cagliari,ITA,1499.87
2002-03-15,Celta,ESP,1815.82
2002-03-15,Charlton,ENG,1672.43
2002-03-15,Chelsea,ENG,1787.09
2002-03-15,Chievo,ITA,1657.35
2002-03-15,Como,ITA,1533.08
2002-03-15,Cordoba,ESP,1588.34
2002-03-15,Cottbus,GER,1607.04
2002-03-15,Coventry,ENG,1548.67
2002-03-15,Crotone,ITA,1407.59
2002-03-15,Crystal Palace,ENG,1444.58
2002-03-15,Denizlispor,TUR,1430.04
2002-03-15,Derby,ENG,1589.62
2002-03-15,Diyarbakirspor,TUR,1380.05
2002-03-15,Dortmund,GER,1808.82
2002-03-15,Duisburg,GER,1558.08
2002-03-15,Eibar,ESP,1584.46
2002-03-15,Ein Frankfurt,GER,1593.12
2002-03-15,Elche,ESP,1576.88
2002-03-15,Empoli,ITA,1624.67
2002-03-15,Espanol,ESP,1772.85
2002-03-15,Everton,ENG,1624.07
2002-03-15,FC Koln,GER,1570.15
2002-03-15,Fenerbahce,TUR,1620.95
2002-03-15,Fiorentina,ITA,1604.98
2002-03-15,Freiburg,GER,1657.23
2002-03-15,Fulham,ENG,1646.1
2002-03-15,Galatasaray,TUR,1699.16
2002-03-15,Gaziantepspor,TUR,1493.72
2002-03-15,Genclerbirligi,TUR,1441.52
2002-03-15,Genoa,ITA,1489.4
2002-03-15,Goztep,TUR,1370.2
2002-03-15,Grenoble,FRA,1414.07
2002-03-15,Greuther Furth,GER,1627.7
2002-03-15,Guingamp,FRA,1577.65
